,Location,Fuel_Type,Transmission,Owner_Type,Brand,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
1822,Kolkata,Diesel,Manual,First,Mahindra,2017,10500,25.32,1198.0,77.0,5.0,4.7
1823,Ahmedabad,Diesel,Automatic,First,Hyundai,2014,49000,18.23,1582.0,126.2,5.0,8.9
1824,Mumbai,Diesel,Manual,First,Jeep,2017,7000,17.1,1956.0,170.0,5.0,17.45
1825,Coimbatore,Diesel,Manual,First,Maruti,2017,71256,24.3,1248.0,88.5,5.0,9.58
1826,Kochi,Petrol,Manual,First,Toyota,2012,83184,14.28,1798.0,138.03,5.0,6.22
1827,Kolkata,Diesel,Manual,First,Mahindra,2013,87284,15.1,2179.0,140.0,7.0,7.8
1828,Mumbai,Diesel,Automatic,First,BMW,2016,7000,20.68,1995.0,190.0,5.0,27.75
1829,Pune,Diesel,Manual,Second,Hyundai,2015,29000,22.54,1396.0,88.73,5.0,7.0
1830,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2017,33552,11.57,2987.0,254.79,5.0,64.87
1831,Bangalore,Diesel,Manual,Second,Chevrolet,2013,64000,17.3,1998.0,163.7,5.0,6.5
1832,Jaipur,Petrol,Manual,Second,Hyundai,2011,82000,18.5,1197.0,80.0,5.0,2.7
1833,Mumbai,Petrol,Manual,Second,Honda,2012,70000,19.4,1198.0,86.8,5.0,2.5
1835,Delhi,Petrol,Manual,First,Volkswagen,2015,58000,16.47,1198.0,73.9,5.0,3.95
1836,Chennai,Petrol,Manual,Second,Hyundai,2010,77000,20.36,1197.0,78.9,5.0,2.1
1837,Pune,Diesel,Automatic,Third,Chevrolet,2009,73204,18.1,1991.0,147.9,4.0,3.5
1838,Hyderabad,Petrol,Manual,Second,Hyundai,2007,70000,19.81,1086.0,68.05,5.0,2.0
1839,Delhi,Diesel,Manual,First,Maruti,2014,79870,20.77,1248.0,88.76,7.0,5.35
1840,Delhi,Diesel,Manual,First,Honda,2013,90000,25.8,1498.0,98.6,5.0,3.8
1841,Mumbai,Petrol,Automatic,First,Mercedes-Benz,2016,17000,15.5,1595.0,122.0,5.0,17.25
1842,Kochi,Petrol,Manual,First,Hyundai,2018,46493,18.9,1197.0,81.86,5.0,5.53
1843,Pune,Petrol,Manual,Third,Hyundai,2009,68000,20.36,1197.0,78.9,5.0,1.95
1844,Hyderabad,Diesel,Manual,First,Maruti,2017,2000,28.4,1248.0,74.0,5.0,8.2
1847,Coimbatore,Diesel,Automatic,First,Mini,2014,45535,23.8,1998.0,112.0,5.0,19.41
1848,Coimbatore,Petrol,Manual,First,Fiat,2016,39228,15.7,1368.0,112.4,5.0,6.58
1849,Mumbai,Petrol,Manual,Second,Chevrolet,2011,57000,14.49,1399.0,92.7,5.0,2.1
1850,Chennai,Petrol,Manual,Second,Hyundai,2008,85445,19.81,1086.0,68.05,5.0,2.0
1851,Delhi,Diesel,Manual,First,Hyundai,2015,54000,24.4,1120.0,71.0,5.0,3.7
1852,Mumbai,Petrol,Automatic,First,Maruti,2014,53000,23.1,998.0,67.04,5.0,3.8
1853,Jaipur,Petrol,Manual,First,Hyundai,2014,60000,20.36,1197.0,78.9,5.0,3.25
1854,Coimbatore,Diesel,Manual,First,Renault,2015,65668,19.87,1461.0,83.8,5.0,5.53
1855,Ahmedabad,Diesel,Automatic,Second,BMW,2011,100000,22.69,1995.0,190.0,5.0,10.9
1856,Kolkata,Petrol,Manual,First,Hyundai,2018,1800,18.9,1197.0,82.0,5.0,5.1
1857,Hyderabad,Petrol,Manual,Second,Hyundai,2007,96000,0.0,999.0,113.0,5.0,2.2
1858,Pune,Petrol,Manual,Second,Chevrolet,2009,44200,18.0,995.0,62.0,5.0,1.6
1859,Ahmedabad,Petrol,Manual,First,Honda,2018,14000,17.4,1497.0,117.3,5.0,11.25
1861,Delhi,Diesel,Automatic,First,Toyota,2012,73000,11.5,2982.0,169.0,7.0,14.4
1862,Delhi,Petrol,Manual,First,Honda,2011,68000,17.0,1497.0,118.0,5.0,3.6
1863,Jaipur,Diesel,Automatic,First,BMW,2017,19543,18.12,1995.0,190.0,5.0,40.5
1864,Bangalore,Diesel,Automatic,Second,Audi,2014,38000,14.16,1968.0,174.3,5.0,38.95
1865,Delhi,Diesel,Manual,First,Maruti,2014,32805,23.2,1248.0,73.94,5.0,3.6
1866,Kochi,Diesel,Automatic,First,Volkswagen,2016,44782,21.21,1498.0,103.2,5.0,7.12
1867,Kochi,Diesel,Manual,First,Honda,2016,55700,26.0,1498.0,98.6,5.0,7.52
1868,Delhi,Diesel,Automatic,Second,Audi,2012,60000,15.2,1968.0,140.8,5.0,10.35
1869,Hyderabad,Petrol,Manual,First,Skoda,2014,56000,15.0,1598.0,103.52,5.0,7.0
1870,Delhi,Diesel,Manual,First,Toyota,2011,60000,11.5,2982.0,171.0,7.0,10.85
1871,Mumbai,Diesel,Manual,First,Chevrolet,2010,78563,16.52,1991.0,123.7,5.0,2.35
1872,Mumbai,Petrol,Manual,First,Maruti,2014,34669,15.1,1196.0,73.0,7.0,2.9
1873,Delhi,Petrol,Manual,First,Maruti,2017,17000,20.73,1373.0,91.1,5.0,7.65
1874,Delhi,Diesel,Manual,First,Maruti,2016,66000,28.09,1248.0,88.5,5.0,6.4
1876,Kolkata,Petrol,Manual,First,Maruti,2014,48800,19.1,1197.0,85.8,5.0,4.25
1877,Kochi,Diesel,Automatic,First,Toyota,2019,10601,11.36,2755.0,171.5,7.0,19.65
1878,Pune,Diesel,Manual,First,Tata,2017,8200,25.0,1396.0,69.0,5.0,4.4
1879,Jaipur,Petrol,Manual,First,Hyundai,2012,100000,18.5,1197.0,82.85,5.0,3.25
1880,Pune,Diesel,Manual,First,Ford,2012,78000,17.8,1399.0,68.0,5.0,2.8
1881,Kolkata,Diesel,Manual,First,Chevrolet,2015,50000,18.2,1248.0,73.74,8.0,4.3
1882,Chennai,Diesel,Manual,Third,Ford,2006,89327,17.8,1399.0,68.0,5.0,1.55
1883,Chennai,Petrol,Manual,Second,Honda,2007,98000,10.8,2354.0,152.0,5.0,4.7
1884,Kochi,Petrol,Manual,First,Honda,2017,24700,18.7,1199.0,88.7,5.0,7.07
1885,Delhi,Diesel,Automatic,First,Mercedes-Benz,2018,6000,11.0,2987.0,258.0,7.0,79.0
1886,Delhi,Petrol,Manual,First,Hyundai,2018,9434,18.9,1197.0,81.86,5.0,5.75
1887,Mumbai,Petrol,Manual,First,Maruti,2012,29000,18.5,1197.0,85.8,5.0,3.25
1888,Coimbatore,Diesel,Automatic,First,Volkswagen,2017,22440,22.0,1498.0,108.495,5.0,8.89
1889,Mumbai,Petrol,Manual,First,Honda,2015,73070,17.4,1497.0,117.3,5.0,5.9
1890,Kolkata,Petrol,Manual,First,Honda,2016,21771,18.7,1199.0,88.7,5.0,4.95
1891,Delhi,Diesel,Manual,First,Maruti,2014,62000,17.8,1248.0,75.0,5.0,3.75
1892,Kochi,Diesel,Automatic,First,Hyundai,2017,37024,17.01,1582.0,126.2,5.0,10.97
1893,Kochi,Diesel,Automatic,Second,Audi,2014,60336,14.4,2967.0,241.4,5.0,24.94
1894,Kolkata,Petrol,Manual,First,Hyundai,2014,26008,21.1,814.0,55.2,5.0,1.97
1895,Jaipur,Diesel,Manual,Second,Ford,2010,90000,20.0,1399.0,68.0,5.0,1.4
1896,Coimbatore,Petrol,Manual,First,Volkswagen,2018,35569,17.0,1198.0,73.75,5.0,7.27
1897,Kolkata,Diesel,Manual,First,Renault,2013,40000,21.64,1461.0,84.8,5.0,4.0
1898,Kolkata,Petrol,Manual,First,Honda,2015,45000,18.7,1199.0,88.7,5.0,4.75
1899,Delhi,Petrol,Manual,First,Hyundai,2015,42000,17.0,1197.0,80.0,5.0,5.1
1900,Coimbatore,Diesel,Automatic,First,Audi,2012,46913,14.94,2967.0,241.4,5.0,16.11
1901,Delhi,Diesel,Automatic,First,Mahindra,2014,62000,11.18,2696.0,184.0,7.0,10.55
1902,Ahmedabad,Diesel,Automatic,First,Toyota,2017,15000,12.9,2755.0,174.5,7.0,30.0
1903,Kolkata,Diesel,Manual,First,Skoda,2002,69000,18.7,1896.0,66.0,5.0,1.6
1904,Hyderabad,Diesel,Automatic,First,Mercedes-Benz,2012,41367,15.8,2148.0,170.0,5.0,18.49
1905,Kochi,Petrol,Manual,First,Maruti,2018,15982,20.73,1373.0,91.1,5.0,9.96
1906,Hyderabad,Diesel,Manual,Second,Maruti,2013,99595,22.9,1248.0,74.0,5.0,4.75
1907,Bangalore,Diesel,Manual,Third,Toyota,2002,63000,13.1,2446.0,75.0,10.0,3.65
1908,Delhi,Diesel,Automatic,Second,BMW,2012,49000,16.73,2495.0,218.0,5.0,15.5
1909,Kochi,Diesel,Manual,First,Mitsubishi,2013,48272,10.5,2835.0,116.9,6.0,11.82
1910,Delhi,Petrol,Manual,First,Toyota,2008,63000,13.4,1794.0,125.0,5.0,2.05
1911,Ahmedabad,CNG,Manual,First,Maruti,2016,77000,26.6,998.0,58.16,5.0,3.3
1912,Mumbai,Petrol,Manual,First,Maruti,2013,11734,16.8,796.0,34.2,8.0,2.25
1913,Kochi,Diesel,Automatic,First,Audi,2014,62012,17.68,1968.0,174.33,5.0,20.12
1914,Chennai,CNG,Manual,First,Hyundai,2017,46000,25.0,1197.0,81.86,5.0,4.95
1915,Coimbatore,Diesel,Manual,First,Honda,2016,45449,27.3,1498.0,98.6,5.0,7.48
1916,Mumbai,Petrol,Automatic,Second,Mercedes-Benz,2004,85000,10.5,1796.0,157.7,5.0,5.5
1918,Kochi,Diesel,Automatic,First,Audi,2013,45330,16.55,1968.0,147.51,5.0,13.19
1919,Mumbai,Petrol,Manual,First,Maruti,2012,88000,19.1,1197.0,85.8,5.0,3.85
1920,Delhi,Diesel,Manual,First,Maruti,2016,45376,28.4,1248.0,73.75,5.0,5.75
1921,Pune,Diesel,Manual,First,Mahindra,2014,81000,15.1,2179.0,140.0,7.0,9.0
1922,Kochi,Petrol,Manual,First,Chevrolet,2012,83381,18.6,1199.0,79.4,5.0,2.21
1923,Kochi,Diesel,Manual,First,Ford,2017,78526,23.0,1498.0,98.96,5.0,8.09
1924,Coimbatore,Diesel,Automatic,First,BMW,2017,27313,14.69,2993.0,258.0,5.0,48.63
1925,Coimbatore,Diesel,Automatic,Second,Audi,2015,42747,14.16,1968.0,174.3,5.0,39.47
1926,Coimbatore,Diesel,Automatic,Second,BMW,2015,42265,20.68,1995.0,190.0,5.0,22.24
1927,Mumbai,Petrol,Automatic,First,Hyundai,2009,21000,19.2,1197.0,80.0,5.0,2.6
1928,Ahmedabad,Diesel,Automatic,First,Hyundai,2016,55100,17.01,1582.0,126.2,5.0,12.0
1929,Chennai,Diesel,Automatic,First,Audi,2014,70000,17.11,1968.0,174.33,5.0,18.0
1930,Mumbai,Petrol,Automatic,Third,Mercedes-Benz,2007,55000,10.13,3498.0,364.9,5.0,9.99
1931,Kolkata,Petrol,Manual,First,Hyundai,2012,58235,20.36,1197.0,78.9,5.0,2.45
1932,Mumbai,Diesel,Manual,First,Ford,2017,26000,23.0,1498.0,98.96,5.0,8.99
1933,Kolkata,Diesel,Manual,First,Volkswagen,2011,35000,20.54,1598.0,103.6,5.0,3.15
1934,Jaipur,Diesel,Manual,First,Maruti,2017,24000,28.4,1248.0,73.75,5.0,8.2
1935,Ahmedabad,Diesel,Manual,First,Mahindra,2016,98000,15.4,1997.0,120.0,7.0,11.5
1936,Coimbatore,Diesel,Manual,First,Hyundai,2016,44487,22.54,1396.0,88.73,5.0,7.3
1937,Chennai,Petrol,Manual,First,Maruti,2008,65000,19.7,796.0,46.3,5.0,1.59
1938,Delhi,Petrol,Manual,Second,Hyundai,2015,34951,20.36,1197.0,78.9,5.0,3.15
1939,Kolkata,Diesel,Manual,Second,Mahindra,2015,52373,15.4,2179.0,120.0,7.0,8.5
1940,Hyderabad,Diesel,Manual,First,Skoda,2010,66285,19.5,1199.0,75.0,5.0,3.0
1941,Mumbai,Diesel,Automatic,First,BMW,2012,66000,15.3,2993.0,258.0,5.0,21.0
1942,Hyderabad,Diesel,Manual,First,Honda,2016,43000,27.3,1498.0,98.6,5.0,7.75
1943,Mumbai,Diesel,Automatic,First,Mercedes-Benz,2013,45200,10.0,2148.0,170.0,5.0,23.0
1944,Mumbai,Diesel,Automatic,First,Mahindra,2016,41000,16.0,2179.0,140.0,7.0,13.75
1945,Kochi,Petrol,Automatic,First,Honda,2017,39430,18.0,1497.0,117.3,5.0,8.29
1946,Coimbatore,Diesel,Manual,First,Maruti,2014,83274,22.9,1248.0,74.0,5.0,5.79
1947,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2017,32324,14.84,2143.0,170.0,5.0,30.5
1948,Mumbai,Petrol,Manual,First,Honda,2011,49999,17.0,1497.0,118.0,5.0,3.8
1949,Bangalore,Diesel,Manual,First,Tata,2014,66000,15.3,2956.0,83.8,7.0,4.45
1950,Delhi,Petrol,Manual,First,Hyundai,2012,54000,18.5,1197.0,82.85,5.0,3.3
1951,Jaipur,Diesel,Manual,Second,Fiat,2009,80000,20.4,1248.0,91.2,5.0,1.75
1952,Bangalore,Petrol,Automatic,Second,Honda,2011,72000,12.9,1799.0,130.0,5.0,5.5
1953,Pune,Diesel,Manual,First,Hyundai,2017,44865,19.67,1582.0,126.2,5.0,13.35
1954,Delhi,Diesel,Automatic,Second,Audi,2017,22000,20.38,1968.0,143.0,5.0,22.5
1955,Delhi,Petrol,Manual,Second,Hyundai,2013,57478,17.0,1591.0,121.3,5.0,5.25
1956,Hyderabad,Diesel,Manual,First,Hyundai,2011,75000,21.9,1396.0,90.0,5.0,3.75
1957,Kochi,Diesel,Manual,First,Honda,2015,50624,24.2,1498.0,98.6,7.0,6.32
1958,Bangalore,Diesel,Automatic,First,Hyundai,2018,75000,22.32,1582.0,126.32,5.0,7.75
1959,Chennai,Petrol,Manual,Second,Ford,2006,87000,15.3,1596.0,101.0,5.0,1.37
1960,Mumbai,Petrol,Manual,First,Hyundai,2010,62000,20.36,1197.0,78.9,5.0,2.1
1961,Hyderabad,Diesel,Manual,First,Maruti,2016,41372,24.3,1248.0,88.5,5.0,9.3
1962,Ahmedabad,Diesel,Manual,First,Toyota,2015,70000,12.99,2494.0,100.6,7.0,12.0
1963,Pune,Diesel,Automatic,First,Mercedes-Benz,2017,35000,17.9,2143.0,136.0,5.0,23.5
1964,Hyderabad,Petrol,Manual,First,Maruti,2006,71993,19.7,796.0,46.3,5.0,1.8
1965,Chennai,Diesel,Automatic,Second,Mercedes-Benz,2013,62000,14.84,2143.0,170.0,5.0,12.5
1966,Delhi,Diesel,Manual,First,Maruti,2015,51000,22.9,1248.0,74.0,5.0,4.74
1967,Kochi,Petrol,Manual,First,Hyundai,2016,26038,18.9,1197.0,82.0,5.0,5.43
1968,Kochi,Diesel,Automatic,Second,Toyota,2018,37713,12.55,2982.0,168.5,7.0,31.62
1969,Kolkata,Petrol,Manual,First,Toyota,2011,78088,12.4,1998.0,132.0,8.0,6.3
1970,Kochi,Diesel,Manual,First,Ford,2017,30453,22.77,1498.0,98.59,5.0,8.45
1971,Pune,Petrol,Manual,First,Ford,2016,54000,18.16,1196.0,86.8,5.0,5.0
1973,Hyderabad,Petrol,Manual,First,Maruti,2012,65097,19.1,1197.0,85.8,5.0,4.7
1974,Coimbatore,Petrol,Automatic,First,BMW,2018,28060,12.05,2979.0,320.0,5.0,93.67
1977,Kochi,Diesel,Manual,First,Renault,2013,63295,19.01,1461.0,108.45,5.0,6.09
1978,Mumbai,Petrol,Manual,First,Maruti,2015,35770,20.73,1373.0,91.1,5.0,5.95
1980,Kolkata,Diesel,Automatic,First,Skoda,2015,45000,21.66,1498.0,103.52,5.0,4.25
1981,Hyderabad,Diesel,Automatic,First,Mercedes-Benz,2013,21000,14.84,2143.0,170.0,5.0,23.5
1982,Mumbai,Petrol,Automatic,First,Honda,2011,54774,11.7,2354.0,177.6,5.0,6.35
1983,Chennai,Petrol,Manual,First,Maruti,2014,41123,23.1,998.0,67.04,5.0,3.4
1984,Bangalore,Petrol,Automatic,First,BMW,2017,17465,12.05,2979.0,320.0,5.0,93.0
1985,Chennai,Diesel,Automatic,First,BMW,2014,48000,22.69,1995.0,190.0,5.0,21.6
1987,Pune,Diesel,Manual,First,Maruti,2018,12000,23.4,1248.0,74.0,5.0,5.5
1988,Mumbai,Diesel,Automatic,First,Land,2012,34000,12.39,2179.0,147.51,5.0,19.25
1989,Hyderabad,Diesel,Manual,First,Hyundai,2012,71360,21.9,1396.0,90.0,5.0,3.95
1990,Mumbai,Diesel,Manual,Second,Maruti,2012,74000,28.4,1248.0,73.75,5.0,4.25
1991,Kochi,Diesel,Manual,First,Jeep,2018,28937,17.1,1956.0,170.0,5.0,17.02
1992,Hyderabad,Diesel,Manual,First,Maruti,2012,82085,20.77,1248.0,88.76,7.0,6.5
1993,Bangalore,Petrol,Manual,First,Ford,2011,68465,15.6,1196.0,70.0,5.0,2.95
1994,Coimbatore,Diesel,Manual,First,Toyota,2013,63854,21.43,1364.0,86.79,5.0,7.12
1995,Chennai,Diesel,Automatic,First,Maruti,2018,3000,24.3,1248.0,88.5,5.0,11.25
1996,Delhi,Petrol,Manual,First,Honda,2009,65055,17.0,1497.0,118.0,5.0,2.75
1998,Mumbai,Petrol,Manual,First,Hyundai,2014,64241,20.14,1197.0,81.86,5.0,3.67
2000,Pune,Petrol,Manual,First,Mahindra,2008,2200,15.7,1390.0,75.0,5.0,2.3
2001,Pune,Diesel,Manual,First,Skoda,2008,88123,18.7,1896.0,66.0,5.0,2.2
2002,Pune,Diesel,Automatic,First,Mercedes-Benz,2014,79000,12.0,2987.0,224.0,7.0,41.0
2003,Bangalore,Diesel,Automatic,First,BMW,2016,28143,20.68,1995.0,190.0,5.0,28.5
2004,Mumbai,Petrol,Manual,First,Volkswagen,2015,23001,15.04,1598.0,103.2,5.0,5.49
2005,Ahmedabad,Diesel,Automatic,Second,Audi,2013,82002,16.55,1968.0,147.51,5.0,17.5
2006,Bangalore,Diesel,Manual,First,Ford,2009,75000,13.8,1399.0,68.0,5.0,1.99
2007,Kochi,Diesel,Manual,First,Hyundai,2016,37451,22.32,1582.0,126.3,5.0,6.64
2008,Hyderabad,Diesel,Manual,First,Toyota,2017,67000,13.68,2393.0,147.8,7.0,16.5
2009,Pune,Petrol,Manual,First,Hyundai,2016,25000,18.9,1197.0,82.0,5.0,5.0
2010,Mumbai,Petrol,Manual,First,Volkswagen,2017,12000,17.0,1198.0,73.75,5.0,5.4
2011,Kolkata,Petrol,Manual,First,Renault,2017,25000,25.17,799.0,53.3,5.0,2.99
2012,Jaipur,Petrol,Manual,First,Honda,2011,95936,17.0,1497.0,118.0,5.0,4.1
2013,Kochi,Petrol,Automatic,First,Hyundai,2018,5354,18.9,1197.0,81.86,5.0,6.76
2014,Chennai,Petrol,Manual,Second,Volkswagen,2016,42000,18.78,999.0,75.0,5.0,5.5
2015,Coimbatore,Diesel,Manual,First,Maruti,2014,44282,25.2,1248.0,74.0,5.0,5.99
2016,Delhi,Diesel,Manual,First,Nissan,2012,70000,21.64,1461.0,84.8,5.0,2.59
2017,Mumbai,Diesel,Automatic,First,Jaguar,2013,31400,16.36,2179.0,187.7,5.0,26.75
2018,Pune,Diesel,Manual,First,Maruti,2016,50000,28.09,1248.0,88.5,5.0,8.5
2019,Bangalore,Diesel,Automatic,First,Audi,2011,53000,12.8,1968.0,167.6,5.0,23.0
2020,Pune,Petrol,Manual,First,Ford,2014,21727,15.6,1196.0,70.02,5.0,3.35
2021,Bangalore,Diesel,Automatic,Second,Hyundai,2012,43000,11.72,2199.0,194.3,7.0,10.75
2022,Kolkata,Diesel,Manual,First,Mahindra,2013,75000,12.05,2179.0,120.0,8.0,6.29
2023,Bangalore,Diesel,Manual,First,Renault,2014,73557,19.6,1461.0,108.45,5.0,7.75
2024,Delhi,Diesel,Automatic,First,Audi,2012,44555,15.2,1968.0,140.8,5.0,13.5
2025,Coimbatore,Petrol,Manual,First,Maruti,2013,54885,15.1,1196.0,73.0,7.0,3.75
2026,Mumbai,Diesel,Manual,Second,Mahindra,2011,76000,14.0,2498.0,112.0,7.0,3.75
2028,Chennai,Petrol,Manual,First,Maruti,2005,66000,14.0,1061.0,64.0,5.0,1.45
2029,Coimbatore,Petrol,Manual,First,Maruti,2013,84360,15.5,1586.0,103.3,5.0,4.12
2030,Mumbai,Diesel,Manual,First,Toyota,2016,25121,13.68,2393.0,147.8,7.0,17.11
2031,Pune,Diesel,Manual,Second,Toyota,2015,100000,12.99,2494.0,100.6,7.0,10.25
2032,Kolkata,Diesel,Manual,First,Volkswagen,2011,66035,22.07,1199.0,73.9,5.0,2.49
2034,Hyderabad,Diesel,Manual,First,Ford,2014,85670,22.7,1498.0,89.84,5.0,6.25
2035,Hyderabad,Diesel,Manual,First,Hyundai,2015,35000,24.0,1120.0,70.0,5.0,4.88
2036,Mumbai,Petrol,Automatic,First,Honda,2016,8000,18.0,1497.0,117.3,5.0,9.45
2038,Kolkata,Petrol,Manual,First,Hyundai,2012,60000,21.1,814.0,55.2,5.0,1.99
2039,Hyderabad,Petrol,Manual,First,Hyundai,2010,70600,20.36,1197.0,78.9,5.0,2.8
2040,Bangalore,Petrol,Automatic,Second,Mercedes-Benz,2011,25000,12.3,1796.0,185.0,5.0,22.0
2041,Hyderabad,Diesel,Manual,First,Mahindra,2012,75000,15.96,2523.0,62.1,7.0,4.3
2042,Coimbatore,Diesel,Automatic,First,Skoda,2014,85071,20.0,1968.0,138.1,5.0,9.75
2043,Ahmedabad,Petrol,Manual,First,Maruti,2015,40000,20.4,1197.0,81.8,5.0,5.9
2044,Delhi,Diesel,Automatic,First,Audi,2013,67000,16.55,1968.0,147.51,5.0,14.5
2045,Hyderabad,Diesel,Manual,Second,Ford,2009,55000,17.8,1399.0,68.0,5.0,2.4
2046,Mumbai,Petrol,Manual,Second,Maruti,2008,62000,15.0,1586.0,104.68,5.0,2.11
2047,Coimbatore,Petrol,Automatic,First,Hyundai,2017,22526,18.9,1197.0,82.0,5.0,7.6
2048,Hyderabad,Petrol,Automatic,First,Maruti,2012,57788,17.16,1197.0,85.8,5.0,3.6
2049,Jaipur,Diesel,Manual,First,Mahindra,2013,72000,10.5,2179.0,120.0,8.0,6.0
2050,Mumbai,Diesel,Manual,First,Mahindra,2014,83128,15.4,2179.0,120.0,7.0,7.45
2051,Chennai,Petrol,Manual,First,Maruti,2011,75000,19.7,796.0,46.3,5.0,2.1
2052,Ahmedabad,Diesel,Manual,Second,Renault,2013,58000,19.01,1461.0,108.45,5.0,5.2
2053,Hyderabad,Diesel,Manual,First,Mahindra,2009,26000,0.0,2498.0,113.0,6.0,6.99
2054,Mumbai,Petrol,Manual,First,Maruti,2017,1000,20.89,1197.0,81.8,5.0,6.36
2055,Kochi,Diesel,Manual,First,Toyota,2015,59751,12.99,2494.0,100.6,7.0,11.62
2056,Kochi,Diesel,Automatic,Second,BMW,2015,29966,16.77,2993.0,261.49,5.0,43.6
2057,Kolkata,Diesel,Manual,Second,Hyundai,2009,65000,13.6,1991.0,142.0,5.0,4.9
2058,Kochi,Diesel,Manual,First,Renault,2015,75863,19.01,1461.0,108.45,5.0,6.7
2059,Mumbai,CNG,Manual,First,Maruti,2013,54000,33.54,998.0,67.04,5.0,3.05
2060,Bangalore,Diesel,Automatic,First,Audi,2014,24000,17.11,1968.0,174.33,5.0,25.0
2061,Coimbatore,Diesel,Manual,First,Jeep,2018,33218,17.1,1956.0,170.0,5.0,19.05
2062,Kolkata,Petrol,Manual,First,Hyundai,2015,33425,17.43,1396.0,105.5,5.0,4.5
2063,Pune,Petrol,Manual,First,Honda,2013,47000,18.0,1198.0,86.7,5.0,4.15
2064,Chennai,Diesel,Manual,First,Hyundai,2015,41000,19.67,1582.0,126.2,5.0,11.9
2065,Delhi,Petrol,Manual,First,Hyundai,2011,62000,19.81,1086.0,68.05,5.0,2.1
2066,Delhi,Diesel,Manual,First,Mahindra,2016,47035,18.49,1493.0,100.0,7.0,6.95
2067,Pune,Petrol,Manual,Second,Maruti,2008,56230,17.5,1298.0,85.8,5.0,2.4
2068,Chennai,Petrol,Manual,First,Hyundai,2007,55000,13.2,1495.0,94.0,5.0,2.65
2069,Jaipur,Diesel,Manual,First,Mahindra,2014,70669,15.1,2179.0,140.0,7.0,9.0
2070,Pune,Petrol,Manual,First,Maruti,2012,69000,20.92,998.0,67.1,5.0,2.1
2071,Pune,Petrol,Manual,Second,Chevrolet,2011,65000,18.6,1199.0,79.4,5.0,2.5
2072,Mumbai,Diesel,Automatic,First,Audi,2009,30000,12.4,2698.0,179.5,5.0,8.95
2073,Hyderabad,Diesel,Automatic,First,Mini,2017,2000,20.7,1496.0,113.98,5.0,34.0
2075,Chennai,Petrol,Manual,First,Tata,2015,40000,17.57,1193.0,88.7,5.0,4.0
2076,Kolkata,Diesel,Manual,First,Honda,2014,40000,26.0,1498.0,98.6,5.0,4.45
2077,Jaipur,Petrol,Manual,First,Chevrolet,2010,26000,18.6,1199.0,79.4,5.0,1.5
2079,Kolkata,Diesel,Manual,First,Ford,2015,2800,26.1,1498.0,99.0,5.0,8.41
2080,Mumbai,Diesel,Automatic,Second,Hyundai,2014,71000,19.08,1582.0,126.32,5.0,5.45
2081,Mumbai,Petrol,Automatic,First,Honda,2015,32896,18.0,1497.0,117.3,5.0,8.9
2082,Hyderabad,Petrol,Manual,First,Hyundai,2012,45000,20.36,1197.0,78.9,5.0,3.65
2083,Bangalore,Diesel,Automatic,Second,BMW,2015,65000,18.56,1995.0,190.0,5.0,29.0
2084,Mumbai,Diesel,Automatic,First,Audi,2013,45200,16.55,1968.0,147.51,5.0,13.5
2085,Hyderabad,Petrol,Automatic,First,Honda,2008,82167,10.1,2354.0,152.0,5.0,5.4
2086,Coimbatore,Petrol,Manual,First,Hyundai,2016,37429,18.9,1197.0,81.86,5.0,5.89
2087,Hyderabad,Diesel,Manual,First,Maruti,2016,46000,28.09,1248.0,88.5,5.0,8.45
2088,Delhi,Petrol,Manual,First,Honda,2011,67031,17.4,1497.0,117.3,5.0,4.0
2089,Mumbai,Diesel,Automatic,First,BMW,2013,30000,9.52,2993.0,313.0,4.0,45.0
2090,Mumbai,Petrol,Automatic,First,Maruti,2016,47691,23.1,998.0,67.04,5.0,3.94
2091,Jaipur,Diesel,Automatic,Second,Renault,2011,32531,13.73,1995.0,148.0,5.0,8.0
2092,Hyderabad,Diesel,Manual,First,Ford,2013,71336,20.0,1399.0,68.0,5.0,4.1
2094,Kolkata,Diesel,Manual,First,Maruti,2015,28193,28.4,1248.0,73.75,5.0,5.25
2095,Coimbatore,Petrol,Automatic,First,Mercedes-Benz,2019,2526,19.0,2996.0,362.07,2.0,83.96
2097,Hyderabad,Diesel,Automatic,First,Mercedes-Benz,2013,85000,16.1,1950.0,194.0,5.0,21.0
2098,Ahmedabad,Petrol,Manual,First,Hyundai,2015,20780,18.9,1197.0,81.86,5.0,4.3
2099,Mumbai,Petrol,Manual,First,Honda,2014,43081,17.3,1497.0,117.3,7.0,5.25
2101,Kolkata,Diesel,Manual,First,Mahindra,2013,36000,17.21,1493.0,100.0,7.0,3.9
2102,Mumbai,Petrol,Manual,Third,Toyota,2007,67000,13.4,1794.0,125.0,5.0,2.2
2103,Mumbai,Diesel,Manual,First,Mahindra,2016,34079,25.32,1198.0,77.0,6.0,3.7
2104,Coimbatore,Petrol,Automatic,Second,BMW,2010,77849,10.9,2497.0,215.0,5.0,11.27
2105,Jaipur,Petrol,Manual,First,Maruti,2013,86000,22.74,796.0,47.3,5.0,2.41
2108,Coimbatore,Diesel,Manual,First,Mahindra,2016,41840,15.1,2179.0,140.0,7.0,13.52
